"anio","pais","iso3","pbi_per_capita_ppa_porcentaje_argentina"
1996,"Brasil","BRA",66.5283643475254
1997,"Brasil","BRA",63.9147781122688
1998,"Brasil","BRA",62.0251121480522
1999,"Brasil","BRA",64.7679210609564
2000,"Brasil","BRA",68.4422272147526
2001,"Brasil","BRA",72.9074373376933
2002,"Brasil","BRA",84.7065840316517
2003,"Brasil","BRA",79.1117693187016
2004,"Brasil","BRA",77.2014828328641
2005,"Brasil","BRA",73.6812822320472
2006,"Brasil","BRA",71.3539588450939
2007,"Brasil","BRA",69.8638827620065
2008,"Brasil","BRA",71.0788077947692
2009,"Brasil","BRA",76.0627235927774
2010,"Brasil","BRA",74.8978861735041
2011,"Brasil","BRA",74.1438784182373
2012,"Brasil","BRA",76.4579825501301
2013,"Brasil","BRA",77.0190711014945
2014,"Brasil","BRA",79.5391753114737
2015,"Brasil","BRA",81.15065121526
2016,"Brasil","BRA",73.4993377483444
2017,"Brasil","BRA",72.6611537652383
2018,"Brasil","BRA",75.6266211824235
2019,"Brasil","BRA",78.5060301564042
2020,"Brasil","BRA",84.7257311495427
2021,"Brasil","BRA",80.7263404224255
2022,"Brasil","BRA",79.5264447862731
1900,"Canadá","CAN",101.243726816496
1901,"Canadá","CAN",107.536484426051
1902,"Canadá","CAN",122.604479335027
1903,"Canadá","CAN",111.427972321241
1904,"Canadá","CAN",102.791977978765
1905,"Canadá","CAN",102.398557258792
1906,"Canadá","CAN",109.308131241084
1907,"Canadá","CAN",112.0239390642
1908,"Canadá","CAN",97.6839938239835
1909,"Canadá","CAN",104.087516960651
1910,"Canadá","CAN",106.385423506238
1911,"Canadá","CAN",112.46022441802
1912,"Canadá","CAN",112.116342600032
1913,"Canadá","CAN",117.118307997356
1914,"Canadá","CAN",121.907657229717
1915,"Canadá","CAN",130.477663894798
1916,"Canadá","CAN",150.314593058656
1917,"Canadá","CAN",172.093546210929
1918,"Canadá","CAN",136.739424377052
1919,"Canadá","CAN",121.532915955227
1920,"Canadá","CAN",111.163294797688
1921,"Canadá","CAN",96.7106452195915
1922,"Canadá","CAN",104.313319530711
1923,"Canadá","CAN",102.011910510221
1924,"Canadá","CAN",98.0662128712871
1925,"Canadá","CAN",110.741155754762
1926,"Canadá","CAN",112.598177819667
1927,"Canadá","CAN",116.618867924528
1928,"Canadá","CAN",120.526315789474
1929,"Canadá","CAN",115.989082028444
1930,"Canadá","CAN",117.930186067969
1931,"Canadá","CAN",107.858712185229
1932,"Canadá","CAN",104.239401496259
1933,"Canadá","CAN",93.0699930699931
1934,"Canadá","CAN",95.9862946647088
1935,"Canadá","CAN",100.031766200762
1936,"Canadá","CAN",105.4201411161
1937,"Canadá","CAN",108.441064638783
1938,"Canadá","CAN",111.631489755045
1939,"Canadá","CAN",114.942528735632
1940,"Canadá","CAN",129.006482737826
1941,"Canadá","CAN",140.577175338872
1942,"Canadá","CAN",164.152877434471
1943,"Canadá","CAN",173.672367236724
1944,"Canadá","CAN",162.542814084121
1945,"Canadá","CAN",163.762062509002
1946,"Canadá","CAN",148.574502420656
1947,"Canadá","CAN",139.275147928994
1948,"Canadá","CAN",134.507883420927
1949,"Canadá","CAN",139.962709757613
1950,"Canadá","CAN",146.207070071707
1951,"Canadá","CAN",148.491219391541
1952,"Canadá","CAN",166.059316398457
1953,"Canadá","CAN",163.804865491054
1954,"Canadá","CAN",154.598135550517
1955,"Canadá","CAN",156.588404408242
1956,"Canadá","CAN",163.710826210826
1957,"Canadá","CAN",157.599080987938
1958,"Canadá","CAN",149.763294065837
1959,"Canadá","CAN",165.537467081638
1960,"Canadá","CAN",157.454011962532
1961,"Canadá","CAN",150.684931506849
1962,"Canadá","CAN",163.410321582495
1963,"Canadá","CAN",175.365152386429
1964,"Canadá","CAN",168.727503705272
1965,"Canadá","CAN",164.39192516002
1966,"Canadá","CAN",173.16395394998
1967,"Canadá","CAN",173.117647058824
1968,"Canadá","CAN",174.50643776824
1969,"Canadá","CAN",169.278773290541
1970,"Canadá","CAN",165.022768279062
1971,"Canadá","CAN",166.82496042656
1972,"Canadá","CAN",171.216105176664
1973,"Canadá","CAN",173.808210542904
1974,"Canadá","CAN",170.45317675399
1975,"Canadá","CAN",176.262938359339
1976,"Canadá","CAN",187.098298676749
1977,"Canadá","CAN",183.325778180719
1978,"Canadá","CAN",200.851816136291
1979,"Canadá","CAN",196.545676376392
1980,"Canadá","CAN",197.125382262997
1981,"Canadá","CAN",216.544329896907
1982,"Canadá","CAN",217.757575757576
1983,"Canadá","CAN",217.622080679406
1984,"Canadá","CAN",226.712849539579
1985,"Canadá","CAN",257.228086278109
1986,"Canadá","CAN",247.260095527573
1987,"Canadá","CAN",251.405484397834
1988,"Canadá","CAN",269.254713625044
1989,"Canadá","CAN",293.06263831425
1990,"Canadá","CAN",293.368441583772
1991,"Canadá","CAN",259.726806413786
1992,"Canadá","CAN",237.555993836122
1993,"Canadá","CAN",229.427132749421
1994,"Canadá","CAN",226.548988641762
1995,"Canadá","CAN",239.421005759399
1996,"Canadá","CAN",230.358872128458
1997,"Canadá","CAN",222.172642988331
1998,"Canadá","CAN",222.480167430584
1999,"Canadá","CAN",242.462118470745
2000,"Canadá","CAN",257.10007318929
2001,"Canadá","CAN",273.273204571628
2002,"Canadá","CAN",315.210437891087
2003,"Canadá","CAN",294.608124502368
2004,"Canadá","CAN",278.438575478581
2005,"Canadá","CAN",263.846484930118
2006,"Canadá","CAN",250.127136086401
2007,"Canadá","CAN",233.663075306058
2008,"Canadá","CAN",226.218886028413
2009,"Canadá","CAN",232.631300470445
2010,"Canadá","CAN",217.120359304382
2011,"Canadá","CAN",210.953356996451
2012,"Canadá","CAN",216.567171794479
2013,"Canadá","CAN",216.343783022191
2014,"Canadá","CAN",227.321065526769
2015,"Canadá","CAN",223.664239565173
2016,"Canadá","CAN",231.761589403974
2017,"Canadá","CAN",232.237173884529
2018,"Canadá","CAN",241.796815854777
2019,"Canadá","CAN",250.271629702284
2020,"Canadá","CAN",263.246275815637
2021,"Canadá","CAN",250.671806370182
2022,"Canadá","CAN",245.400944634106
1900,"Suiza","CHE",144.267471384749
1901,"Suiza","CHE",139.379043098018
1902,"Suiza","CHE",152.762744499723
1903,"Suiza","CHE",135.714824518235
1904,"Suiza","CHE",135.264941529936
1905,"Suiza","CHE",129.568614924575
1906,"Suiza","CHE",135.236392698403
1907,"Suiza","CHE",135.382289552048
1908,"Suiza","CHE",128.799272602226
1909,"Suiza","CHE",133.282884448483
1910,"Suiza","CHE",132.11345261205
1911,"Suiza","CHE",134.716822308048
1912,"Suiza","CHE",133.565487312427
1913,"Suiza","CHE",135.030735819049
1914,"Suiza","CHE",144.314754530583
1915,"Suiza","CHE",144.251767533715
1916,"Suiza","CHE",163.982529448701
1917,"Suiza","CHE",176.318954513066
1918,"Suiza","CHE",137.446543768692
1919,"Suiza","CHE",128.007360604296
1920,"Suiza","CHE",133.019502190002
1921,"Suiza","CHE",108.424750463765
1922,"Suiza","CHE",123.912241699212
1923,"Suiza","CHE",123.454654587113
1924,"Suiza","CHE",126.787138757665
1925,"Suiza","CHE",134.229018338823
1926,"Suiza","CHE",135.977553705705
1927,"Suiza","CHE",139.772621929144
1928,"Suiza","CHE",141.210729130098
1929,"Suiza","CHE",142.508799633738
1930,"Suiza","CHE",153.303460933571
1931,"Suiza","CHE",169.942288315675
1932,"Suiza","CHE",173.716476048268
1933,"Suiza","CHE",173.407979220183
1934,"Suiza","CHE",163.115947950533
1935,"Suiza","CHE",150.552855084081
1936,"Suiza","CHE",149.16366674555
1937,"Suiza","CHE",152.688855240029
1938,"Suiza","CHE",148.029117541523
1939,"Suiza","CHE",148.762128169243
1940,"Suiza","CHE",147.781894599425
1941,"Suiza","CHE",134.344102966327
1942,"Suiza","CHE",127.980186976366
1943,"Suiza","CHE",129.657558626757
1944,"Suiza","CHE",121.807628599515
1945,"Suiza","CHE",127.312620815777
1946,"Suiza","CHE",146.128269640035
1947,"Suiza","CHE",135.859844220505
1948,"Suiza","CHE",133.65197172157
1949,"Suiza","CHE",136.029136517003
1950,"Suiza","CHE",145.18854636486
1951,"Suiza","CHE",146.894549765396
1952,"Suiza","CHE",159.812584546629
1953,"Suiza","CHE",160.522405321525
1954,"Suiza","CHE",165.928524569793
1955,"Suiza","CHE",167.698704391486
1956,"Suiza","CHE",172.211065765022
1957,"Suiza","CHE",168.496845725537
1958,"Suiza","CHE",161.229310324879
1959,"Suiza","CHE",185.175861584177
1960,"Suiza","CHE",184.61075956082
1961,"Suiza","CHE",185.226484877523
1962,"Suiza","CHE",196.640252956102
1963,"Suiza","CHE",212.051051334673
1964,"Suiza","CHE",203.212433440039
1965,"Suiza","CHE",195.002584848675
1966,"Suiza","CHE",200.719910654778
1967,"Suiza","CHE",203.355417065918
1968,"Suiza","CHE",204.057094663986
1969,"Suiza","CHE",198.8737891286
1970,"Suiza","CHE",201.726881751207
1971,"Suiza","CHE",204.007149288513
1972,"Suiza","CHE",208.35588251474
1973,"Suiza","CHE",204.89886671623
1974,"Suiza","CHE",193.603360230112
1975,"Suiza","CHE",189.000399374702
1976,"Suiza","CHE",194.966188633301
1977,"Suiza","CHE",192.131818112747
1978,"Suiza","CHE",210.212152835693
1979,"Suiza","CHE",203.150030134331
1980,"Suiza","CHE",209.523931469788
1981,"Suiza","CHE",228.697607977121
1982,"Suiza","CHE",239.488731578571
1983,"Suiza","CHE",237.871159949929
1984,"Suiza","CHE",239.208267250226
1985,"Suiza","CHE",270.002315232768
1986,"Suiza","CHE",267.894001360895
1987,"Suiza","CHE",273.139956669015
1988,"Suiza","CHE",288.891032286316
1989,"Suiza","CHE",320.557940637022
1990,"Suiza","CHE",334.015993758533
1991,"Suiza","CHE",304.068858006051
1992,"Suiza","CHE",280.073106631867
1993,"Suiza","CHE",267.858618810916
1994,"Suiza","CHE",261.018623847363
1995,"Suiza","CHE",275.134721097846
1996,"Suiza","CHE",267.735203785905
1997,"Suiza","CHE",259.229743811399
1998,"Suiza","CHE",262.680403611334
1999,"Suiza","CHE",281.877552901795
2000,"Suiza","CHE",301.004079034574
2001,"Suiza","CHE",325.217555025209
2002,"Suiza","CHE",371.518484461682
2003,"Suiza","CHE",347.18549545159
2004,"Suiza","CHE",333.235891464262
2005,"Suiza","CHE",321.124855076088
2006,"Suiza","CHE",314.502579407631
2007,"Suiza","CHE",304.659691840995
2008,"Suiza","CHE",302.667189278346
2009,"Suiza","CHE",318.377159134635
2010,"Suiza","CHE",301.472725633711
2011,"Suiza","CHE",293.385992101185
2012,"Suiza","CHE",299.372416960049
2013,"Suiza","CHE",297.066371458763
2014,"Suiza","CHE",310.092269196685
2015,"Suiza","CHE",304.107271049123
2016,"Suiza","CHE",316.090066225166
2017,"Suiza","CHE",313.378142536959
2018,"Suiza","CHE",330.736489408194
2019,"Suiza","CHE",342.346023426469
2020,"Suiza","CHE",372.371080453215
2021,"Suiza","CHE",355.364430200988
2022,"Suiza","CHE",348.310046006053
1900,"Chile","CHL",73.8817368535893
1901,"Chile","CHL",74.4064473970813
1902,"Chile","CHL",83.2140383283306
1903,"Chile","CHL",70.8953659048018
1904,"Chile","CHL",71.7066456940621
1905,"Chile","CHL",62.5788999098287
1906,"Chile","CHL",65.4065620542083
1907,"Chile","CHL",69.0968443960827
1908,"Chile","CHL",68.9655172413793
1909,"Chile","CHL",68.5549525101764
1910,"Chile","CHL",73.6211424819435
1911,"Chile","CHL",75.046055937029
1912,"Chile","CHL",77.2296320102844
1913,"Chile","CHL",79.9074686054197
1914,"Chile","CHL",77.3513205396162
1915,"Chile","CHL",73.7381550957262
1916,"Chile","CHL",93.3631012786686
1917,"Chile","CHL",103.912750168653
1918,"Chile","CHL",88.8931813791771
1919,"Chile","CHL",73.098083855056
1920,"Chile","CHL",76.7341040462428
1921,"Chile","CHL",67.3594794867161
1922,"Chile","CHL",65.8040027605245
1923,"Chile","CHL",72.6541123450829
1924,"Chile","CHL",73.9325495049505
1925,"Chile","CHL",78.4856731230991
1926,"Chile","CHL",73.861137291863
1927,"Chile","CHL",68.588679245283
1928,"Chile","CHL",82.0029239766082
1929,"Chile","CHL",81.5831058755926
1930,"Chile","CHL",74.9807781024143
1931,"Chile","CHL",65.979381443299
1932,"Chile","CHL",52.5472034200214
1933,"Chile","CHL",62.6819126819127
1934,"Chile","CHL",69.652471855115
1935,"Chile","CHL",71.648665819568
1936,"Chile","CHL",73.5086593970494
1937,"Chile","CHL",77.3079847908745
1938,"Chile","CHL",78.1081497458019
1939,"Chile","CHL",77.2232304900182
1940,"Chile","CHL",78.0491481984019
1941,"Chile","CHL",74.2020113686052
1942,"Chile","CHL",75.574754722507
1943,"Chile","CHL",78.1428142814281
1944,"Chile","CHL",71.3659405398
1945,"Chile","CHL",79.9798358058476
1946,"Chile","CHL",79.585798816568
1947,"Chile","CHL",63.9423076923077
1948,"Chile","CHL",70.9388437649307
1949,"Chile","CHL",70.9757613424487
1950,"Chile","CHL",73.9715687507863
1951,"Chile","CHL",74.2146920603512
1952,"Chile","CHL",83.1493549674159
1953,"Chile","CHL",84.7213283562878
1954,"Chile","CHL",78.5714285714286
1955,"Chile","CHL",75.9583133684715
1956,"Chile","CHL",74.6082621082621
1957,"Chile","CHL",77.6335439402642
1958,"Chile","CHL",76.6046460420566
1959,"Chile","CHL",76.7177400047881
1960,"Chile","CHL",76.5263514276041
1961,"Chile","CHL",74.0903253424657
1962,"Chile","CHL",78.1412310752569
1963,"Chile","CHL",84.3703277745831
1964,"Chile","CHL",77.4931187804362
1965,"Chile","CHL",70.9798129000492
1966,"Chile","CHL",77.8483525208416
1967,"Chile","CHL",77.7745098039216
1968,"Chile","CHL",76.8049594659037
1969,"Chile","CHL",72.9874297940626
1970,"Chile","CHL",70.409829023112
1971,"Chile","CHL",73.0900608181288
1972,"Chile","CHL",70.0082169268694
1973,"Chile","CHL",62.3355133559215
1974,"Chile","CHL",59.1463414634146
1975,"Chile","CHL",51.9928935578557
1976,"Chile","CHL",54.0957781978576
1977,"Chile","CHL",56.1952251435479
1978,"Chile","CHL",63.773706203793
1979,"Chile","CHL",64.6255909714809
1980,"Chile","CHL",68.9908256880734
1981,"Chile","CHL",77.7484536082474
1982,"Chile","CHL",69.4025974025974
1983,"Chile","CHL",65.1125265392781
1984,"Chile","CHL",67.5171073751795
1985,"Chile","CHL",73.6484625975218
1986,"Chile","CHL",72.2970039079462
1987,"Chile","CHL",74.9677641193157
1988,"Chile","CHL",81.8125222340804
1989,"Chile","CHL",96.266717983258
1990,"Chile","CHL",99.5026331187829
1991,"Chile","CHL",95.7457793480056
1992,"Chile","CHL",95.9747329172207
1993,"Chile","CHL",95.1274153011297
1994,"Chile","CHL",93.5243996126559
1995,"Chile","CHL",104.813501370385
1996,"Chile","CHL",105.23573517976
1997,"Chile","CHL",102.426094171121
1998,"Chile","CHL",100.484540756213
1999,"Chile","CHL",101.842422455265
2000,"Chile","CHL",105.864596815818
2001,"Chile","CHL",113.155803739913
2002,"Chile","CHL",128.235767493769
2003,"Chile","CHL",120.786180573427
2004,"Chile","CHL",116.186358367911
2005,"Chile","CHL",111.687373191906
2006,"Chile","CHL",108.673671757018
2007,"Chile","CHL",103.33086971389
2008,"Chile","CHL",101.531968797433
2009,"Chile","CHL",104.936850495175
2010,"Chile","CHL",99.630429623551
2011,"Chile","CHL",98.51022346648
2012,"Chile","CHL",104.755344660442
2013,"Chile","CHL",106.350324560962
2014,"Chile","CHL",111.218266173174
2015,"Chile","CHL",110.701466516255
2016,"Chile","CHL",114.945695364238
2017,"Chile","CHL",112.757136183312
2018,"Chile","CHL",119.122165270056
2019,"Chile","CHL",121.376995171841
2020,"Chile","CHL",125.396105385852
2021,"Chile","CHL",126.386841636024
2022,"Chile","CHL",123.646997292495
1900,"Colombia","COL",23.7617281256819
1901,"Colombia","COL",23.5678501415814
1902,"Colombia","COL",24.8903255599169
1903,"Colombia","COL",22.4575382679807
1904,"Colombia","COL",20.9594966574912
1905,"Colombia","COL",19.1523895401262
1906,"Colombia","COL",19.0798858773181
1907,"Colombia","COL",20.2937976060936
1908,"Colombia","COL",19.9004975124378
1909,"Colombia","COL",20.3018995929444
1910,"Colombia","COL",20.3873933026921
1911,"Colombia","COL",21.4034500083738
1912,"Colombia","COL",21.1634260003214
1913,"Colombia","COL",22.2571050892267
1914,"Colombia","COL",26.0687820634619
1915,"Colombia","COL",27.2094372461806
1916,"Colombia","COL",29.4702658818754
1917,"Colombia","COL",33.3258376433551
1918,"Colombia","COL",29.6503766660228
1919,"Colombia","COL",30.9049516220831
1920,"Colombia","COL",30.8345375722543
1921,"Colombia","COL",31.9718055304536
1922,"Colombia","COL",31.935817805383
1923,"Colombia","COL",31.0638982778046
1924,"Colombia","COL",30.9405940594059
1925,"Colombia","COL",32.0153673763406
1926,"Colombia","COL",33.5532516493874
1927,"Colombia","COL",34.2641509433962
1928,"Colombia","COL",34.7222222222222
1929,"Colombia","COL",34.4634391610401
1930,"Colombia","COL",36.1371674611718
1931,"Colombia","COL",39.0062531688356
1932,"Colombia","COL",42.9105806911293
1933,"Colombia","COL",43.5550935550936
1934,"Colombia","COL",39.6802088432044
1935,"Colombia","COL",42.4555273189327
1936,"Colombia","COL",44.5798588838999
1937,"Colombia","COL",42.4486692015209
1938,"Colombia","COL",45.262671391157
1939,"Colombia","COL",45.9316394434362
1940,"Colombia","COL",45.5450022614202
1941,"Colombia","COL",43.6088033814313
1942,"Colombia","COL",42.7588226680334
1943,"Colombia","COL",42.8442844284428
1944,"Colombia","COL",40.6905055487053
1945,"Colombia","COL",43.5978683566182
1946,"Colombia","COL",43.2356105433028
1947,"Colombia","COL",40.1257396449704
1948,"Colombia","COL",39.0348781653129
1949,"Colombia","COL",41.752641392169
1950,"Colombia","COL",43.1752421688263
1951,"Colombia","COL",42.3818946326985
1952,"Colombia","COL",46.9344327703152
1953,"Colombia","COL",46.7112884541125
1954,"Colombia","COL",47.3544973544974
1955,"Colombia","COL",45.3162434115956
1956,"Colombia","COL",45.2397910731244
1957,"Colombia","COL",43.9517518667433
1958,"Colombia","COL",41.8143785093031
1959,"Colombia","COL",47.186976298779
1960,"Colombia","COL",44.9159237106421
1961,"Colombia","COL",43.3326198630137
1962,"Colombia","COL",45.6956569786717
1963,"Colombia","COL",47.6135710178263
1964,"Colombia","COL",45.1408003387677
1965,"Colombia","COL",42.2058099458395
1966,"Colombia","COL",43.4994045256054
1967,"Colombia","COL",43.5098039215686
1968,"Colombia","COL",43.6909871244635
1969,"Colombia","COL",42.2929482036195
1970,"Colombia","COL",42.3747744651602
1971,"Colombia","COL",42.4143964008998
1972,"Colombia","COL",43.9441248972884
1973,"Colombia","COL",43.944527617997
1974,"Colombia","COL",43.4131285757302
1975,"Colombia","COL",44.5852000617951
1976,"Colombia","COL",46.6131064902331
1977,"Colombia","COL",45.6784527047446
1978,"Colombia","COL",51.775956284153
1979,"Colombia","COL",50.7701692847339
1980,"Colombia","COL",51.8807339449541
1981,"Colombia","COL",55.9340206185567
1982,"Colombia","COL",57.991341991342
1983,"Colombia","COL",56.5180467091295
1984,"Colombia","COL",56.9485511531638
1985,"Colombia","COL",62.4965580541533
1986,"Colombia","COL",61.4068606165871
1987,"Colombia","COL",62.7181294592968
1988,"Colombia","COL",66.1864105300605
1989,"Colombia","COL",72.4814779178293
1990,"Colombia","COL",75.0243807294714
1991,"Colombia","COL",68.7191071210844
1992,"Colombia","COL",64.3030222667861
1993,"Colombia","COL",63.286148979807
1994,"Colombia","COL",62.2475945277693
1995,"Colombia","COL",66.7572901496715
1996,"Colombia","COL",63.9477809559477
1997,"Colombia","COL",60.807500255055
1998,"Colombia","COL",58.3648458149685
1999,"Colombia","COL",57.4992200925361
2000,"Colombia","COL",59.1330344671004
2001,"Colombia","COL",62.4673704196988
2002,"Colombia","COL",71.3576232104676
2003,"Colombia","COL",67.6561367677809
2004,"Colombia","COL",64.9448839951511
2005,"Colombia","COL",62.0739387868605
2006,"Colombia","COL",60.8817149347542
2007,"Colombia","COL",59.2574246125985
2008,"Colombia","COL",58.5667364744019
2009,"Colombia","COL",62.8663946628165
2010,"Colombia","COL",58.9657075814487
2011,"Colombia","COL",58.9311603259511
2012,"Colombia","COL",61.8551966937089
2013,"Colombia","COL",63.2415840587732
2014,"Colombia","COL",67.6223739769588
2015,"Colombia","COL",67.7776638293508
2016,"Colombia","COL",70.6013245033113
2017,"Colombia","COL",69.5698015988087
2018,"Colombia","COL",72.9940173491974
2019,"Colombia","COL",75.8381464664255
2020,"Colombia","COL",77.3189787050537
2021,"Colombia","COL",77.2638519720054
2022,"Colombia","COL",78.881593080192
1900,"Alemania","DEU",103.818459524329
1901,"Alemania","DEU",99.6732737965585
1902,"Alemania","DEU",106.465019625952
1903,"Alemania","DEU",100.545187670371
1904,"Alemania","DEU",96.6181675186787
1905,"Alemania","DEU",89.2335437330929
1906,"Alemania","DEU",89.586305278174
1907,"Alemania","DEU",93.79760609358
1908,"Alemania","DEU",88.9861039629439
1909,"Alemania","DEU",88.5345997286296
1910,"Alemania","DEU",87.6066973079448
1911,"Alemania","DEU",90.9730363423212
1912,"Alemania","DEU",90.2619315442712
1913,"Alemania","DEU",96.083939193655
1914,"Alemania","DEU",92.6467794033821
1915,"Alemania","DEU",89.3637594275769
1916,"Alemania","DEU",94.9462147351329
1917,"Alemania","DEU",105.801664043175
1918,"Alemania","DEU",91.8485609426309
1919,"Alemania","DEU",78.2014797951053
1920,"Alemania","DEU",80.5093930635838
1921,"Alemania","DEU",88.6679920477137
1922,"Alemania","DEU",91.6149068322981
1923,"Alemania","DEU",70.5456301303718
1924,"Alemania","DEU",78.8830445544555
1925,"Alemania","DEU",90.1232591643989
1926,"Alemania","DEU",90.2607602890355
1927,"Alemania","DEU",94.822641509434
1928,"Alemania","DEU",95.3070175438596
1929,"Alemania","DEU",92.7596609682517
1930,"Alemania","DEU",97.3858219283408
1931,"Alemania","DEU",98.3775561940172
1932,"Alemania","DEU",95.4577841111507
1933,"Alemania","DEU",98.1981981981982
1934,"Alemania","DEU",100.342633382281
1935,"Alemania","DEU",104.304320203304
1936,"Alemania","DEU",113.774855676716
1937,"Alemania","DEU",113.58174904943
1938,"Alemania","DEU",122.631335695578
1939,"Alemania","DEU",130.323653962492
1940,"Alemania","DEU",129.835670134178
1941,"Alemania","DEU",132.677452266433
1942,"Alemania","DEU",133.972763215698
1943,"Alemania","DEU",140.849084908491
1944,"Alemania","DEU",132.867516098096
1945,"Alemania","DEU",103.629554947429
1946,"Alemania","DEU",47.5255513717052
1947,"Alemania","DEU",47.8673570019724
1948,"Alemania","DEU",53.9536550406116
1949,"Alemania","DEU",65.0217526413922
1950,"Alemania","DEU",77.8211095735313
1951,"Alemania","DEU",82.9087311402424
1952,"Alemania","DEU",96.5154940816598
1953,"Alemania","DEU",100.630711803321
1954,"Alemania","DEU",105.366591080877
1955,"Alemania","DEU",110.685194058457
1956,"Alemania","DEU",116.880341880342
1957,"Alemania","DEU",118.874210224009
1958,"Alemania","DEU",118.231861719696
1959,"Alemania","DEU",136.940387838161
1960,"Alemania","DEU",138.607380656811
1961,"Alemania","DEU",135.648544520548
1962,"Alemania","DEU",144.83368327992
1963,"Alemania","DEU",153.732029902243
1964,"Alemania","DEU",148.867245394876
1965,"Alemania","DEU",144.185130477597
1966,"Alemania","DEU",148.511314013497
1967,"Alemania","DEU",146.852941176471
1968,"Alemania","DEU",149.957081545064
1969,"Alemania","DEU",148.35517518053
1970,"Alemania","DEU",148.440587679354
1971,"Alemania","DEU",147.104890444056
1972,"Alemania","DEU",150.37797863599
1973,"Alemania","DEU",150.295484989363
1974,"Alemania","DEU",144.745558566697
1975,"Alemania","DEU",148.254287038467
1976,"Alemania","DEU",159.247006931317
1977,"Alemania","DEU",157.426715019643
1978,"Alemania","DEU",172.348119575699
1979,"Alemania","DEU",170.085404910782
1980,"Alemania","DEU",171.995412844037
1981,"Alemania","DEU",186.00412371134
1982,"Alemania","DEU",193.766233766234
1983,"Alemania","DEU",193.970276008493
1984,"Alemania","DEU",199.070710484075
1985,"Alemania","DEU",221.505277650298
1986,"Alemania","DEU",214.129396439427
1987,"Alemania","DEU",215.137969569329
1988,"Alemania","DEU",229.091070793312
1989,"Alemania","DEU",253.94977388627
1990,"Alemania","DEU",247.620440803589
1991,"Alemania","DEU",238.506744019428
1992,"Alemania","DEU",223.240148043738
1993,"Alemania","DEU",210.807870498645
1994,"Alemania","DEU",207.348530913966
1995,"Alemania","DEU",220.608786113035
1996,"Alemania","DEU",213.99560665976
1997,"Alemania","DEU",205.037495051522
1998,"Alemania","DEU",204.989260383401
1999,"Alemania","DEU",220.112314079897
2000,"Alemania","DEU",232.218086041248
2001,"Alemania","DEU",250.954697805796
2002,"Alemania","DEU",285.999006557585
2003,"Alemania","DEU",265.242526720717
2004,"Alemania","DEU",250.498128086174
2005,"Alemania","DEU",235.956753231286
2006,"Alemania","DEU",230.521801966766
2007,"Alemania","DEU",222.179367687323
2008,"Alemania","DEU",219.842147241232
2009,"Alemania","DEU",224.842710032772
2010,"Alemania","DEU",216.594308691899
2011,"Alemania","DEU",215.912613108034
2012,"Alemania","DEU",221.031685290066
2013,"Alemania","DEU",218.452171287677
2014,"Alemania","DEU",228.963144450816
2015,"Alemania","DEU",227.120295354323
2016,"Alemania","DEU",236.762913907285
2017,"Alemania","DEU",237.591832323242
2018,"Alemania","DEU",248.850319711004
2019,"Alemania","DEU",258.626799247129
2020,"Alemania","DEU",278.586674863078
2021,"Alemania","DEU",262.076756643944
2022,"Alemania","DEU",254.903562246688
1900,"Dinamarca","DNK",104.931267728562
1901,"Dinamarca","DNK",107.776083641908
1902,"Dinamarca","DNK",115.608404525514
1903,"Dinamarca","DNK",109.96015936255
1904,"Dinamarca","DNK",104.246952418403
1905,"Dinamarca","DNK",96.1767357980162
1906,"Dinamarca","DNK",96.7011412268188
1907,"Dinamarca","DNK",100.779833151977
1908,"Dinamarca","DNK",97.1350145822611
1909,"Dinamarca","DNK",98.4905020352782
1910,"Dinamarca","DNK",96.9468154957321
1911,"Dinamarca","DNK",102.964327583319
1912,"Dinamarca","DNK",97.6377952755905
1913,"Dinamarca","DNK",103.040317250496
1914,"Dinamarca","DNK",124.472734182025
1915,"Dinamarca","DNK",116.457164958422
1916,"Dinamarca","DNK",125.877816115283
1917,"Dinamarca","DNK",129.63795817405
1918,"Dinamarca","DNK",106.509561522117
1919,"Dinamarca","DNK",116.733067729084
1920,"Dinamarca","DNK",114.938583815029
1921,"Dinamarca","DNK",110.229531899512
1922,"Dinamarca","DNK",114.579020013803
1923,"Dinamarca","DNK",116.964429422179
1924,"Dinamarca","DNK",111.664603960396
1925,"Dinamarca","DNK",111.701616776053
1926,"Dinamarca","DNK",115.127238454288
1927,"Dinamarca","DNK",112.075471698113
1928,"Dinamarca","DNK",111.505847953216
1929,"Dinamarca","DNK",116.204568309151
1930,"Dinamarca","DNK",130.908811317853
1931,"Dinamarca","DNK",144.363697819841
1932,"Dinamarca","DNK",146.758104738155
1933,"Dinamarca","DNK",146.119196119196
1934,"Dinamarca","DNK",140.49600261054
1935,"Dinamarca","DNK",138.738881829733
1936,"Dinamarca","DNK",142.495189223861
1937,"Dinamarca","DNK",137.414448669202
1938,"Dinamarca","DNK",141.503620397473
1939,"Dinamarca","DNK",144.479733817302
1940,"Dinamarca","DNK",122.94587667722
1941,"Dinamarca","DNK",106.267307972599
1942,"Dinamarca","DNK",108.053887831308
1943,"Dinamarca","DNK",121.467146714671
1944,"Dinamarca","DNK",121.043978627209
1945,"Dinamarca","DNK",116.304191271785
1946,"Dinamarca","DNK",123.830016137708
1947,"Dinamarca","DNK",118.589743589744
1948,"Dinamarca","DNK",116.770186335404
1949,"Dinamarca","DNK",128.663766314481
